PR#,Review Time,Review Time (working days),Review Time (mins),Initial Response Time (working days),Initial Response Time (mins),Code Review Comments,PR Issue Comments,PR Review Comments,Total Comments,PR Ready On,PR Merged On,Ready->Merge,PR Author,PR URL
68956,3h 47m,3h 47m,227,3h 47m,227,0,0,0,0,2026-07-21T06:04:02Z,2026-07-21T16:47:34Z,10h 43m 32s,lennin331,https://github.com/freeCodeCamp/freeCodeCamp/pull/68956
68951,17h,2 days and 1h [Based on 8h on a working day],1020,1 day and 3h 23m [Based on 8h on a working day],683,1,0,1,2,2026-07-20T20:54:54Z,2026-07-23T06:15:21Z,2d 9h 20m 27s,farchettiensis,https://github.com/freeCodeCamp/freeCodeCamp/pull/68951
68947,3d 19h 14m,11 days and 3h 14m [Based on 8h on a working day],5474,4 days [Based on 8h on a working day],1920,28,0,4,32,2026-07-20T12:04:08Z,2026-08-05T16:59:02Z,16d 4h 54m 54s,Vishhh03,https://github.com/freeCodeCamp/freeCodeCamp/pull/68947
68944,2h 33m,2h 33m,153,2h 33m,153,0,0,0,0,2026-07-20T06:40:04Z,2026-07-20T16:08:17Z,9h 28m 13s,adranjan4,https://github.com/freeCodeCamp/freeCodeCamp/pull/68944
68937,0s,0s,0,0s,0,0,0,0,0,2026-07-19T12:25:04Z,2026-07-20T08:37:37Z,20h 12m 33s,kaushik552k,https://github.com/freeCodeCamp/freeCodeCamp/pull/68937
68933,0s,0s,0,0s,0,0,0,0,0,2026-07-19T04:11:37Z,2026-07-20T07:42:40Z,1d 3h 31m 3s,spacesyntaxwho,https://github.com/freeCodeCamp/freeCodeCamp/pull/68933
68927,0s,0s,0,0s,0,0,0,0,0,2026-07-18T12:53:59Z,2026-07-18T15:18:19Z,2h 24m 20s,shubhthakkar06,https://github.com/freeCodeCamp/freeCodeCamp/pull/68927
68926,4h 18m,4h 18m,258,4h 9m,249,0,0,1,1,2026-07-18T11:59:31Z,2026-07-20T17:52:46Z,2d 5h 53m 15s,Atishay17,https://github.com/freeCodeCamp/freeCodeCamp/pull/68926
68925,0s,0s,0,0s,0,0,0,0,0,2026-07-18T11:28:10Z,2026-07-20T09:01:47Z,1d 21h 33m 37s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/68925
68918,1h,1h,60,1h,60,0,0,0,0,2026-07-17T20:52:46Z,2026-07-18T08:09:13Z,11h 16m 27s,jaykumar14921,https://github.com/freeCodeCamp/freeCodeCamp/pull/68918
68914,4h,4h,240,4h,240,0,0,0,0,2026-07-17T17:09:17Z,2026-07-18T08:12:27Z,15h 3m 10s,ayush-04jha,https://github.com/freeCodeCamp/freeCodeCamp/pull/68914
68913,32m 26s,32m 26s,32,32m 26s,32,0,0,0,0,2026-07-17T15:46:05Z,2026-07-17T16:57:10Z,1h 11m 5s,AK47Kavan,https://github.com/freeCodeCamp/freeCodeCamp/pull/68913
68912,7m 20s,7m 20s,7,7m 20s,7,0,0,0,0,2026-07-17T13:15:27Z,2026-07-17T14:04:01Z,48m 34s,enlorik,https://github.com/freeCodeCamp/freeCodeCamp/pull/68912
68911,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-07-17T12:57:48Z,2026-07-18T08:24:48Z,19h 27m,xusnitdinov,https://github.com/freeCodeCamp/freeCodeCamp/pull/68911
68900,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-07-17T04:35:54Z,2026-07-18T07:29:28Z,1d 2h 53m 34s,neetcodeprogress-lang,https://github.com/freeCodeCamp/freeCodeCamp/pull/68900
68896,0s,0s,0,0s,0,0,0,0,0,2026-07-17T01:21:57Z,2026-07-17T06:03:06Z,4h 41m 9s,duna-akin,https://github.com/freeCodeCamp/freeCodeCamp/pull/68896
68888,2h 11m 1s,2h 11m 1s,131,2h 11m 1s,131,0,0,0,0,2026-07-16T17:19:42Z,2026-07-16T20:10:16Z,2h 50m 34s,Gaurav-7065,https://github.com/freeCodeCamp/freeCodeCamp/pull/68888
68887,12h,1 day and 4h [Based on 8h on a working day],720,1 day and 4h [Based on 8h on a working day],720,0,2,0,2,2026-07-16T17:06:36Z,2026-07-20T09:51:16Z,3d 16h 44m 40s,YYuan02,https://github.com/freeCodeCamp/freeCodeCamp/pull/68887
68885,4d 5h,12 days and 5h [Based on 8h on a working day],6060,12 days and 5h [Based on 8h on a working day],6060,2,0,1,3,2026-07-16T16:33:05Z,2026-08-04T06:50:50Z,18d 14h 17m 45s,SanthoshBalagur,https://github.com/freeCodeCamp/freeCodeCamp/pull/68885
68883,6m 41s,6m 41s,6,6m 41s,6,0,0,0,0,2026-07-16T15:50:06Z,2026-07-16T16:33:12Z,43m 6s,Pranayd555,https://github.com/freeCodeCamp/freeCodeCamp/pull/68883
68868,0s,0s,0,0s,0,1,0,1,2,2026-07-16T07:56:23Z,2026-07-16T08:44:05Z,47m 42s,jeffrinkdev,https://github.com/freeCodeCamp/freeCodeCamp/pull/68868
68866,1d,3 days [Based on 8h on a working day],1440,0s,0,2,0,5,7,2026-07-16T07:20:26Z,2026-07-22T09:44:27Z,6d 2h 24m 1s,TechGenius-Karan,https://github.com/freeCodeCamp/freeCodeCamp/pull/68866
68857,20h,2 days and 4h [Based on 8h on a working day],1200,10m 30s,10,4,0,1,5,2026-07-15T17:26:04Z,2026-07-20T10:49:32Z,4d 17h 23m 28s,eng-abdelrahman-sharaf,https://github.com/freeCodeCamp/freeCodeCamp/pull/68857
68853,1h 30m 5s,1h 30m 5s,90,1h 30m 5s,90,0,1,0,1,2026-07-15T15:39:26Z,2026-07-16T06:16:20Z,14h 36m 54s,superezzdev,https://github.com/freeCodeCamp/freeCodeCamp/pull/68853
68849,15h 50m,1 day and 7h 50m [Based on 8h on a working day],950,1 day and 7h 50m [Based on 8h on a working day],950,0,0,0,0,2026-07-15T14:01:03Z,2026-07-17T14:29:45Z,2d 0h 28m 42s,ritishDas,https://github.com/freeCodeCamp/freeCodeCamp/pull/68849
68847,49m 39s,49m 39s,49,49m 39s,49,0,0,0,0,2026-07-15T13:14:50Z,2026-07-15T15:16:07Z,2h 1m 17s,eva-lng,https://github.com/freeCodeCamp/freeCodeCamp/pull/68847
68841,18h 11m,2 days and 2h 11m [Based on 8h on a working day],1091,2 days and 2h 11m [Based on 8h on a working day],1091,0,0,0,0,2026-07-15T07:26:52Z,2026-07-20T15:52:00Z,5d 8h 25m 8s,yashvi-jain,https://github.com/freeCodeCamp/freeCodeCamp/pull/68841
68840,0s,0s,0,0s,0,0,1,0,1,2026-07-15T06:22:27Z,2026-07-15T09:12:31Z,2h 50m 4s,ayussh-2,https://github.com/freeCodeCamp/freeCodeCamp/pull/68840
68839,0s,0s,0,0s,0,0,0,0,0,2026-07-15T05:12:19Z,2026-07-15T07:13:22Z,2h 1m 3s,Anwiii,https://github.com/freeCodeCamp/freeCodeCamp/pull/68839
68838,0s,0s,0,0s,0,0,0,0,0,2026-07-15T05:11:21Z,2026-07-15T06:37:19Z,1h 25m 58s,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/68838
68833,2d 12h,7 days and 4h [Based on 8h on a working day],3600,7 days and 4h [Based on 8h on a working day],3600,0,0,0,0,2026-07-14T17:58:51Z,2026-07-24T06:58:58Z,9d 13h 0m 7s,eng-abdelrahman-sharaf,https://github.com/freeCodeCamp/freeCodeCamp/pull/68833
68829,34m,34m,34,34m,34,0,0,0,0,2026-07-14T12:38:55Z,2026-07-14T14:12:55Z,1h 34m,coyaSONG,https://github.com/freeCodeCamp/freeCodeCamp/pull/68829
68828,2d 8h,7 days [Based on 8h on a working day],3360,2 days and 1h [Based on 8h on a working day],1020,0,0,1,1,2026-07-14T12:34:13Z,2026-07-24T07:55:36Z,9d 19h 21m 23s,SanthoshBalagur,https://github.com/freeCodeCamp/freeCodeCamp/pull/68828
68827,30m,30m,30,30m,30,0,0,0,0,2026-07-14T12:19:54Z,2026-07-14T14:09:34Z,1h 49m 40s,timovibes,https://github.com/freeCodeCamp/freeCodeCamp/pull/68827
68824,49m,49m,49,49m,49,0,0,0,0,2026-07-14T10:13:27Z,2026-07-14T14:29:34Z,4h 16m 7s,anoopraj-dev,https://github.com/freeCodeCamp/freeCodeCamp/pull/68824
68821,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-07-14T08:04:17Z,2026-07-15T07:27:28Z,23h 23m 11s,YYuan02,https://github.com/freeCodeCamp/freeCodeCamp/pull/68821
68820,0s,0s,0,0s,0,0,0,1,1,2026-07-14T08:00:33Z,2026-07-14T10:02:10Z,2h 1m 37s,yehiahesham2938,https://github.com/freeCodeCamp/freeCodeCamp/pull/68820
68808,1d 16h,5 days [Based on 8h on a working day],2400,0s,0,8,2,6,16,2026-07-14T05:20:28Z,2026-07-22T09:18:21Z,8d 3h 57m 53s,kanan010506,https://github.com/freeCodeCamp/freeCodeCamp/pull/68808
68807,0s,0s,0,0s,0,0,1,0,1,2026-07-14T03:53:01Z,2026-07-14T10:16:52Z,6h 23m 51s,vijaykiran06,https://github.com/freeCodeCamp/freeCodeCamp/pull/68807
68804,1d 21h 12m,5 days and 5h 12m [Based on 8h on a working day],2712,5 days and 5h 12m [Based on 8h on a working day],2712,0,0,0,0,2026-07-13T20:35:11Z,2026-07-21T17:12:10Z,7d 20h 36m 59s,laypatel13,https://github.com/freeCodeCamp/freeCodeCamp/pull/68804
68803,0s,0s,0,0s,0,0,0,0,0,2026-07-15T22:07:14Z,2026-07-16T07:52:33Z,9h 45m 19s,bdtripp,https://github.com/freeCodeCamp/freeCodeCamp/pull/68803
68802,3h,3h,180,3h,180,0,0,0,0,2026-07-13T18:50:24Z,2026-07-14T06:57:37Z,12h 7m 13s,saikiranrayabarapu,https://github.com/freeCodeCamp/freeCodeCamp/pull/68802
68799,4h 36m,4h 36m,276,15m 36s,15,3,4,4,11,2026-07-13T17:47:05Z,2026-07-14T14:14:14Z,20h 27m 9s,vijaykiran06,https://github.com/freeCodeCamp/freeCodeCamp/pull/68799
68798,8m 5s,8m 5s,8,8m 5s,8,0,0,0,0,2026-07-13T17:35:10Z,2026-07-13T23:40:21Z,6h 5m 11s,RakshitKaintura,https://github.com/freeCodeCamp/freeCodeCamp/pull/68798
68796,1d 0h 47m,3 days and 47m [Based on 8h on a working day],1487,2 days and 2h 45m [Based on 8h on a working day],1125,0,0,1,1,2026-07-13T16:29:46Z,2026-07-16T16:47:23Z,3d 0h 17m 37s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/68796
68793,5h,5h,300,5h,300,0,0,0,0,2026-07-13T16:03:43Z,2026-07-14T09:44:15Z,17h 40m 32s,typovrak,https://github.com/freeCodeCamp/freeCodeCamp/pull/68793
68792,1d 16h 26m,5 days and 26m [Based on 8h on a working day],2426,6h,360,2,0,3,5,2026-07-13T15:40:41Z,2026-07-20T15:26:30Z,6d 23h 45m 49s,SanthoshBalagur,https://github.com/freeCodeCamp/freeCodeCamp/pull/68792
68791,15m 28s,15m 28s,15,15m 28s,15,0,0,0,0,2026-07-13T14:59:27Z,2026-07-13T15:55:55Z,56m 28s,abyss-ux,https://github.com/freeCodeCamp/freeCodeCamp/pull/68791
68790,19h 33m,2 days and 3h 33m [Based on 8h on a working day],1173,2 days and 3h 33m [Based on 8h on a working day],1173,1,0,0,1,2026-07-13T14:45:04Z,2026-07-15T17:51:09Z,2d 3h 6m 5s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/68790
68789,2h 0m 24s,2h 0m 24s,120,1h 5m 17s,65,2,1,1,4,2026-07-13T14:35:13Z,2026-07-13T17:43:08Z,3h 7m 55s,YYuan02,https://github.com/freeCodeCamp/freeCodeCamp/pull/68789
68781,0s,0s,0,0s,0,0,1,0,1,2026-07-13T09:52:12Z,2026-07-13T11:24:47Z,1h 32m 35s,Jatinmor89,https://github.com/freeCodeCamp/freeCodeCamp/pull/68781
68765,0s,0s,0,0s,0,1,0,1,2,2026-07-13T05:13:36Z,2026-07-13T08:24:35Z,3h 10m 59s,lennin331,https://github.com/freeCodeCamp/freeCodeCamp/pull/68765
68753,0s,0s,0,0s,0,0,0,0,0,2026-07-12T13:33:36Z,2026-07-13T08:58:51Z,19h 25m 15s,laypatel13,https://github.com/freeCodeCamp/freeCodeCamp/pull/68753
68750,16h,2 days [Based on 8h on a working day],960,0s,0,2,0,3,5,2026-07-12T12:21:28Z,2026-07-15T08:33:34Z,2d 20h 12m 6s,chauhan-varun,https://github.com/freeCodeCamp/freeCodeCamp/pull/68750
68741,0s,0s,0,0s,0,0,1,0,1,2026-07-11T15:35:30Z,2026-07-13T07:52:11Z,1d 16h 16m 41s,SanthoshBalagur,https://github.com/freeCodeCamp/freeCodeCamp/pull/68741
68737,16h,2 days [Based on 8h on a working day],960,0s,0,1,0,2,3,2026-07-11T12:45:06Z,2026-07-15T08:32:15Z,3d 19h 47m 9s,arunkumar0398,https://github.com/freeCodeCamp/freeCodeCamp/pull/68737
68734,0s,0s,0,0s,0,0,0,0,0,2026-07-11T08:40:41Z,2026-07-11T18:34:49Z,9h 54m 8s,Dazzanova,https://github.com/freeCodeCamp/freeCodeCamp/pull/68734
68730,0s,0s,0,0s,0,0,0,0,0,2026-07-11T06:06:57Z,2026-07-12T12:24:18Z,1d 6h 17m 21s,Sushanth012,https://github.com/freeCodeCamp/freeCodeCamp/pull/68730
68729,0s,0s,0,0s,0,0,0,0,0,2026-07-11T05:25:23Z,2026-07-11T18:50:41Z,13h 25m 18s,neetcodeprogress-lang,https://github.com/freeCodeCamp/freeCodeCamp/pull/68729
68667,0s,0s,0,0s,0,0,0,0,0,2026-07-10T04:37:07Z,2026-07-10T06:40:27Z,2h 3m 20s,vijaykiran06,https://github.com/freeCodeCamp/freeCodeCamp/pull/68667
68654,3h 31m 37s,3h 31m 37s,211,54m 11s,54,2,0,1,3,2026-07-09T15:54:48Z,2026-07-09T19:34:15Z,3h 39m 27s,kamran1711,https://github.com/freeCodeCamp/freeCodeCamp/pull/68654
68651,1h 49m 39s,1h 49m 39s,109,1h 49m 39s,109,0,0,0,0,2026-07-09T15:07:14Z,2026-07-09T17:33:32Z,2h 26m 18s,Jatin-saini-developer,https://github.com/freeCodeCamp/freeCodeCamp/pull/68651
68630,2d 9h,7 days and 1h [Based on 8h on a working day],3420,1h,60,2,0,3,5,2026-07-08T20:37:20Z,2026-07-20T09:26:19Z,11d 12h 48m 59s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68630
68628,2h 44m 9s,2h 44m 9s,164,2h 44m 9s,164,0,0,0,0,2026-07-08T15:12:12Z,2026-07-08T18:35:36Z,3h 23m 24s,pmanthan009,https://github.com/freeCodeCamp/freeCodeCamp/pull/68628
68626,2d 16h,8 days [Based on 8h on a working day],3840,8 days [Based on 8h on a working day],3840,0,0,0,0,2026-07-08T13:19:44Z,2026-07-20T09:39:39Z,11d 20h 19m 55s,arunkumar0398,https://github.com/freeCodeCamp/freeCodeCamp/pull/68626
68625,2d 10h 6m,7 days and 2h 6m [Based on 8h on a working day],3486,7 days and 2h 6m [Based on 8h on a working day],3486,0,0,0,0,2026-07-08T12:08:05Z,2026-07-20T15:11:27Z,12d 3h 3m 22s,harshlm15,https://github.com/freeCodeCamp/freeCodeCamp/pull/68625
68618,9h 56m,1 day and 1h 56m [Based on 8h on a working day],596,1 day and 1h 56m [Based on 8h on a working day],596,0,0,0,0,2026-07-08T10:31:11Z,2026-07-10T16:14:21Z,2d 5h 43m 10s,SanthoshBalagur,https://github.com/freeCodeCamp/freeCodeCamp/pull/68618
68615,0s,0s,0,0s,0,0,0,0,0,2026-07-08T00:54:00Z,2026-07-08T06:14:00Z,5h 20m,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/68615
68612,25m 29s,25m 29s,25,25m 29s,25,0,0,0,0,2026-07-07T17:32:32Z,2026-07-07T18:40:36Z,1h 8m 4s,shivangiii18,https://github.com/freeCodeCamp/freeCodeCamp/pull/68612
68611,27m 48s,27m 48s,27,27m 48s,27,0,0,0,0,2026-07-07T15:17:02Z,2026-07-07T16:27:31Z,1h 10m 29s,runxii,https://github.com/freeCodeCamp/freeCodeCamp/pull/68611
68607,1h 53m,1h 53m,113,1h 53m,113,0,0,0,0,2026-07-07T10:57:19Z,2026-07-07T15:34:33Z,4h 37m 14s,snehaaa-16,https://github.com/freeCodeCamp/freeCodeCamp/pull/68607
68605,3h 41m,3h 41m,221,2h 5m,125,0,0,1,1,2026-07-07T08:58:21Z,2026-07-07T17:09:01Z,8h 10m 40s,Dazzanova,https://github.com/freeCodeCamp/freeCodeCamp/pull/68605
68601,1d 8h,4 days [Based on 8h on a working day],1920,0s,0,1,1,3,5,2026-07-06T21:26:55Z,2026-07-11T14:35:33Z,4d 17h 8m 38s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68601
68592,1h 53m 40s,1h 53m 40s,113,1h 53m 40s,113,0,0,0,0,2026-07-06T18:27:22Z,2026-07-06T21:01:42Z,2h 34m 20s,Akanshagore,https://github.com/freeCodeCamp/freeCodeCamp/pull/68592
68591,4h 8m 7s,4h 8m 7s,248,4h 8m 7s,248,0,0,0,0,2026-07-06T16:05:07Z,2026-07-06T20:52:33Z,4h 47m 26s,ronits2407,https://github.com/freeCodeCamp/freeCodeCamp/pull/68591
68589,1h 23m 32s,1h 23m 32s,83,1h 23m 32s,83,0,0,0,0,2026-07-06T15:08:15Z,2026-07-06T17:33:31Z,2h 25m 16s,bibashmanjusubedi,https://github.com/freeCodeCamp/freeCodeCamp/pull/68589
68588,5h 28m 51s,5h 28m 51s,328,5h 28m 51s,328,0,0,0,0,2026-07-06T14:42:35Z,2026-07-06T20:51:26Z,6h 8m 51s,ruhaanpathan,https://github.com/freeCodeCamp/freeCodeCamp/pull/68588
68586,3h 18m 6s,3h 18m 6s,198,3h 18m 6s,198,0,0,0,0,2026-07-06T13:24:49Z,2026-07-06T17:09:17Z,3h 44m 28s,DanielRosa74,https://github.com/freeCodeCamp/freeCodeCamp/pull/68586
68583,7h,7h,420,0s,0,2,0,1,3,2026-07-06T11:06:46Z,2026-07-06T20:01:01Z,8h 54m 15s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68583
68578,0s,0s,0,0s,0,0,0,0,0,2026-07-06T08:10:25Z,2026-07-06T08:53:34Z,43m 9s,AlyssaSuri,https://github.com/freeCodeCamp/freeCodeCamp/pull/68578
68573,0s,0s,0,0s,0,0,0,0,0,2026-07-06T03:10:10Z,2026-07-06T08:00:59Z,4h 50m 49s,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/68573
68572,0s,0s,0,0s,0,0,0,0,0,2026-07-05T19:46:46Z,2026-07-06T08:24:26Z,12h 37m 40s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68572
68570,0s,0s,0,0s,0,3,0,2,5,2026-07-05T19:07:50Z,2026-07-06T09:55:20Z,14h 47m 30s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68570
68563,6d 16h,20 days [Based on 8h on a working day],9600,0s,0,3,0,5,8,2026-07-06T06:35:56Z,2026-08-04T06:31:08Z,28d 23h 55m 12s,SanthoshBalagur,https://github.com/freeCodeCamp/freeCodeCamp/pull/68563
68560,1d 16h,5 days [Based on 8h on a working day],2400,1 day [Based on 8h on a working day],480,4,0,3,7,2026-07-05T10:03:29Z,2026-07-13T12:13:54Z,8d 2h 10m 25s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/68560
68555,3d 0h 44m,9 days and 44m [Based on 8h on a working day],4364,1 day and 5h 25m [Based on 8h on a working day],805,0,0,1,1,2026-07-04T18:47:41Z,2026-07-17T14:25:12Z,12d 19h 37m 31s,Vishhh03,https://github.com/freeCodeCamp/freeCodeCamp/pull/68555
68553,0s,0s,0,0s,0,0,0,1,1,2026-07-04T16:39:53Z,2026-07-05T18:40:42Z,1d 2h 0m 49s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68553
68552,0s,0s,0,0s,0,0,0,0,0,2026-07-04T14:10:03Z,2026-07-05T18:28:40Z,1d 4h 18m 37s,yashvi-jain,https://github.com/freeCodeCamp/freeCodeCamp/pull/68552
68548,0s,0s,0,0s,0,0,1,0,1,2026-07-04T12:26:21Z,2026-07-05T18:47:40Z,1d 6h 21m 19s,itsabhay1,https://github.com/freeCodeCamp/freeCodeCamp/pull/68548
68542,0s,0s,0,0s,0,0,0,0,0,2026-07-04T11:11:35Z,2026-07-05T18:32:41Z,1d 7h 21m 6s,ankush2311025,https://github.com/freeCodeCamp/freeCodeCamp/pull/68542
68538,0s,0s,0,0s,0,0,0,0,0,2026-07-04T09:13:26Z,2026-07-04T09:56:40Z,43m 14s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/68538
68537,0s,0s,0,0s,0,0,0,0,0,2026-07-04T05:29:53Z,2026-07-04T09:36:09Z,4h 6m 16s,Ayush28051,https://github.com/freeCodeCamp/freeCodeCamp/pull/68537
68536,0s,0s,0,0s,0,0,0,0,0,2026-07-04T03:49:35Z,2026-07-04T08:50:23Z,5h 0m 48s,clarencepenz,https://github.com/freeCodeCamp/freeCodeCamp/pull/68536
68535,4d,12 days [Based on 8h on a working day],5760,1 day [Based on 8h on a working day],480,0,0,2,2,2026-07-04T03:09:26Z,2026-07-22T10:33:16Z,18d 7h 23m 50s,Vishhh03,https://github.com/freeCodeCamp/freeCodeCamp/pull/68535
68534,3d 8h,10 days [Based on 8h on a working day],4800,1 day and 1h 49m [Based on 8h on a working day],589,1,0,2,3,2026-07-04T02:56:19Z,2026-07-20T09:11:26Z,16d 6h 15m 7s,Vishhh03,https://github.com/freeCodeCamp/freeCodeCamp/pull/68534
68533,0s,0s,0,0s,0,0,0,0,0,2026-07-04T02:37:06Z,2026-07-04T09:25:06Z,6h 48m,lahoylaa,https://github.com/freeCodeCamp/freeCodeCamp/pull/68533
68531,1d 16h,5 days [Based on 8h on a working day],2400,1 day and 2h 38m [Based on 8h on a working day],638,0,0,1,1,2026-07-04T05:34:45Z,2026-07-13T10:43:37Z,9d 5h 8m 52s,Ayan-Bain,https://github.com/freeCodeCamp/freeCodeCamp/pull/68531
68528,5h,5h,300,5h,300,0,0,0,0,2026-07-03T16:52:15Z,2026-07-05T18:29:57Z,2d 1h 37m 42s,virendra9768,https://github.com/freeCodeCamp/freeCodeCamp/pull/68528
68527,1d 21h,5 days and 5h [Based on 8h on a working day],2700,1 day and 5h [Based on 8h on a working day],780,7,1,4,12,2026-07-03T16:29:59Z,2026-07-11T18:30:30Z,8d 2h 0m 31s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68527
68524,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-07-03T10:41:58Z,2026-07-04T08:58:41Z,22h 16m 43s,laxitajain,https://github.com/freeCodeCamp/freeCodeCamp/pull/68524
68522,8h,1 day [Based on 8h on a working day],480,0s,0,6,0,3,9,2026-07-03T10:08:28Z,2026-07-05T18:24:12Z,2d 8h 15m 44s,Dazzanova,https://github.com/freeCodeCamp/freeCodeCamp/pull/68522
68519,8h,1 day [Based on 8h on a working day],480,0s,0,0,0,1,1,2026-07-03T09:41:01Z,2026-07-04T09:05:08Z,23h 24m 7s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/68519
68516,0s,0s,0,0s,0,0,0,0,0,2026-07-03T09:12:51Z,2026-07-03T10:10:41Z,57m 50s,ManyaB2005,https://github.com/freeCodeCamp/freeCodeCamp/pull/68516
68507,0s,0s,0,0s,0,0,0,0,0,2026-07-03T03:37:17Z,2026-07-03T08:11:49Z,4h 34m 32s,gideon-tech,https://github.com/freeCodeCamp/freeCodeCamp/pull/68507
68506,8h,1 day [Based on 8h on a working day],480,0s,0,2,0,3,5,2026-07-03T01:09:50Z,2026-07-04T09:27:30Z,1d 8h 17m 40s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68506
68504,2d,6 days [Based on 8h on a working day],2880,2 days [Based on 8h on a working day],960,0,0,1,1,2026-07-02T22:35:50Z,2026-07-11T18:44:23Z,8d 20h 8m 33s,bdtripp,https://github.com/freeCodeCamp/freeCodeCamp/pull/68504
68502,3m 33s,3m 33s,3,3m 33s,3,0,0,0,0,2026-07-02T20:33:42Z,2026-07-02T21:49:23Z,1h 15m 41s,suchismitab0511,https://github.com/freeCodeCamp/freeCodeCamp/pull/68502
68498,18m 26s,18m 26s,18,18m 26s,18,0,0,0,0,2026-07-02T20:00:43Z,2026-07-02T20:58:40Z,57m 57s,rajv2er,https://github.com/freeCodeCamp/freeCodeCamp/pull/68498
68495,2h 42m 20s,2h 42m 20s,162,2h 32m 37s,152,1,0,1,2,2026-07-02T18:01:44Z,2026-07-02T21:16:39Z,3h 14m 55s,laxitajain,https://github.com/freeCodeCamp/freeCodeCamp/pull/68495
68488,1d 13h,4 days and 5h [Based on 8h on a working day],2220,2 days and 4h 16m [Based on 8h on a working day],1216,0,0,2,2,2026-07-02T16:04:12Z,2026-07-09T07:34:37Z,6d 15h 30m 25s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68488
68485,3d 12h 36m,10 days and 4h 36m [Based on 8h on a working day],5076,1 day and 6h [Based on 8h on a working day],840,0,0,1,1,2026-07-02T15:46:28Z,2026-07-16T19:37:04Z,14d 3h 50m 36s,arunkumar0398,https://github.com/freeCodeCamp/freeCodeCamp/pull/68485
68475,39m,39m,39,39m,39,0,0,0,0,2026-07-02T12:43:31Z,2026-07-02T14:32:30Z,1h 48m 59s,Joharika11,https://github.com/freeCodeCamp/freeCodeCamp/pull/68475
68473,35m,35m,35,35m,35,0,0,0,0,2026-07-02T12:19:11Z,2026-07-02T14:26:40Z,2h 7m 29s,EduardF1,https://github.com/freeCodeCamp/freeCodeCamp/pull/68473
68465,0s,0s,0,0s,0,0,0,0,0,2026-07-02T08:51:10Z,2026-07-02T10:30:55Z,1h 39m 45s,Dazzanova,https://github.com/freeCodeCamp/freeCodeCamp/pull/68465
68461,1h,1h,60,1h,60,0,1,0,1,2026-07-01T20:57:33Z,2026-07-01T22:08:32Z,1h 10m 59s,timothysmithdev,https://github.com/freeCodeCamp/freeCodeCamp/pull/68461
68458,1h,1h,60,1h,60,0,1,0,1,2026-07-01T20:31:09Z,2026-07-01T21:45:45Z,1h 14m 36s,TheForgottenJudge,https://github.com/freeCodeCamp/freeCodeCamp/pull/68458
68451,2h 39m 9s,2h 39m 9s,159,3m 44s,3,0,0,1,1,2026-07-01T17:21:25Z,2026-07-01T20:39:12Z,3h 17m 47s,ashwiniwakchaure7777,https://github.com/freeCodeCamp/freeCodeCamp/pull/68451
68450,28m 16s,28m 16s,28,28m 16s,28,0,0,0,0,2026-07-01T16:27:29Z,2026-07-01T17:34:55Z,1h 7m 26s,Chamith-Dilshan,https://github.com/freeCodeCamp/freeCodeCamp/pull/68450
68449,3h 38m 35s,3h 38m 35s,218,9m 8s,9,2,0,2,4,2026-07-01T16:17:54Z,2026-07-01T19:56:39Z,3h 38m 45s,imsomilg,https://github.com/freeCodeCamp/freeCodeCamp/pull/68449
68448,4h 38m 1s,4h 38m 1s,278,4h 38m 1s,278,0,0,0,0,2026-07-01T15:59:53Z,2026-07-01T20:38:19Z,4h 38m 26s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/68448
68447,4h 15m 33s,4h 15m 33s,255,4h 15m 33s,255,0,0,0,0,2026-07-01T15:57:35Z,2026-07-01T20:13:20Z,4h 15m 45s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/68447
