PR#,Review Time,Review Time (working days),Review Time (mins),Initial Response Time (working days),Initial Response Time (mins),Code Review Comments,PR Issue Comments,PR Review Comments,Total Comments,PR Ready On,PR Merged On,Ready->Merge,PR Author,PR URL
66869,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-04-12T16:03:04Z,2026-04-13T11:32:22Z,19h 29m 18s,raisedadead,https://github.com/freeCodeCamp/freeCodeCamp/pull/66869
66865,2h 16m 9s,2h 16m 9s,136,2h 16m 9s,136,0,0,0,0,2026-04-08T17:11:30Z,2026-04-08T19:27:41Z,2h 16m 11s,anastasiiauk,https://github.com/freeCodeCamp/freeCodeCamp/pull/66865
66855,0s,0s,0,0s,0,0,0,0,0,2026-04-08T10:30:25Z,2026-04-08T11:53:56Z,1h 23m 31s,anastasiiauk,https://github.com/freeCodeCamp/freeCodeCamp/pull/66855
66843,4h 30m 22s,4h 30m 22s,270,4h 30m 22s,270,1,0,0,1,2026-04-07T13:13:37Z,2026-04-08T06:34:57Z,17h 21m 20s,anastasiiauk,https://github.com/freeCodeCamp/freeCodeCamp/pull/66843
66826,0s,0s,0,0s,0,0,0,0,0,2026-04-06T05:37:56Z,2026-04-07T06:57:05Z,1d 1h 19m 9s,raisedadead,https://github.com/freeCodeCamp/freeCodeCamp/pull/66826
66824,0s,0s,0,0s,0,0,1,0,1,2026-04-06T01:56:29Z,2026-04-06T12:06:12Z,10h 9m 43s,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/66824
66823,0s,0s,0,0s,0,0,0,0,0,2026-04-06T00:20:30Z,2026-04-06T10:28:03Z,10h 7m 33s,DanielRosa74,https://github.com/freeCodeCamp/freeCodeCamp/pull/66823
66801,0s,0s,0,0s,0,0,0,0,0,2026-04-05T10:02:36Z,2026-04-06T00:08:32Z,14h 5m 56s,TuomasJalonen,https://github.com/freeCodeCamp/freeCodeCamp/pull/66801
66792,0s,0s,0,0s,0,0,0,0,0,2026-04-04T10:28:00Z,2026-04-04T12:18:31Z,1h 50m 31s,raisedadead,https://github.com/freeCodeCamp/freeCodeCamp/pull/66792
66775,5h,5h,300,5h,300,0,0,0,0,2026-04-03T16:10:33Z,2026-04-03T22:40:32Z,6h 29m 59s,narasimhan-lakshmi,https://github.com/freeCodeCamp/freeCodeCamp/pull/66775
66770,1h 36m 9s,1h 36m 9s,96,1h 36m 9s,96,0,0,0,0,2026-04-03T14:44:54Z,2026-04-03T16:54:11Z,2h 9m 17s,Tiago-Vier-Preto,https://github.com/freeCodeCamp/freeCodeCamp/pull/66770
66768,14m,14m,14,14m,14,0,0,0,0,2026-04-03T12:01:41Z,2026-04-03T13:14:36Z,1h 12m 55s,anastasiiauk,https://github.com/freeCodeCamp/freeCodeCamp/pull/66768
66767,4h 55m,4h 55m,295,4h 55m,295,0,0,0,0,2026-04-03T10:36:47Z,2026-04-03T17:56:39Z,7h 19m 52s,narasimhan-lakshmi,https://github.com/freeCodeCamp/freeCodeCamp/pull/66767
66755,7h 12m,7h 12m,432,7h 12m,432,0,0,0,0,2026-04-02T19:50:28Z,2026-04-03T18:46:53Z,22h 56m 25s,GalacticAvenger,https://github.com/freeCodeCamp/freeCodeCamp/pull/66755
66754,7m 35s,7m 35s,7,7m 35s,7,0,0,0,0,2026-04-02T16:48:43Z,2026-04-02T17:06:26Z,17m 43s,raisedadead,https://github.com/freeCodeCamp/freeCodeCamp/pull/66754
66746,1h 13m 40s,1h 13m 40s,73,1h 13m 40s,73,0,0,0,0,2026-04-02T14:29:27Z,2026-04-02T16:17:37Z,1h 48m 10s,amish-pratap-singh-1,https://github.com/freeCodeCamp/freeCodeCamp/pull/66746
66739,0s,0s,0,0s,0,0,0,0,0,2026-04-02T08:29:03Z,2026-04-02T10:53:22Z,2h 24m 19s,anastasiiauk,https://github.com/freeCodeCamp/freeCodeCamp/pull/66739
66728,0s,0s,0,0s,0,0,0,0,0,2026-04-01T06:56:34Z,2026-04-01T15:23:18Z,8h 26m 44s,Ksound22,https://github.com/freeCodeCamp/freeCodeCamp/pull/66728
66727,0s,0s,0,0s,0,0,0,0,0,2026-04-01T06:56:50Z,2026-04-01T15:22:29Z,8h 25m 39s,Ksound22,https://github.com/freeCodeCamp/freeCodeCamp/pull/66727
66724,0s,0s,0,0s,0,0,0,0,0,2026-03-31T21:55:25Z,2026-04-01T12:32:35Z,14h 37m 10s,Supravisor,https://github.com/freeCodeCamp/freeCodeCamp/pull/66724
66715,11h 49m,1 day and 3h 49m [Based on 8h on a working day],709,1 day and 3h 49m [Based on 8h on a working day],709,0,0,0,0,2026-04-01T15:01:08Z,2026-04-03T07:51:51Z,1d 16h 50m 43s,moT01,https://github.com/freeCodeCamp/freeCodeCamp/pull/66715
66712,9h 1m,1 day and 1h 1m [Based on 8h on a working day],541,1 day and 1h 1m [Based on 8h on a working day],541,0,0,0,0,2026-03-31T12:31:36Z,2026-04-01T14:01:35Z,1d 1h 29m 59s,anastasiiauk,https://github.com/freeCodeCamp/freeCodeCamp/pull/66712
66698,0s,0s,0,0s,0,0,0,0,0,2026-03-30T22:52:33Z,2026-03-31T12:34:07Z,13h 41m 34s,Misrilal-Sah,https://github.com/freeCodeCamp/freeCodeCamp/pull/66698
66654,1h 21m 9s,1h 21m 9s,81,1h 21m 9s,81,0,0,0,0,2026-03-27T17:26:12Z,2026-03-27T18:47:58Z,1h 21m 46s,Ksound22,https://github.com/freeCodeCamp/freeCodeCamp/pull/66654
66628,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-03-26T11:19:47Z,2026-03-26T22:15:01Z,10h 55m 14s,anastasiiauk,https://github.com/freeCodeCamp/freeCodeCamp/pull/66628
66626,0s,0s,0,0s,0,0,0,0,0,2026-03-26T04:49:53Z,2026-03-26T14:19:55Z,9h 30m 2s,raisedadead,https://github.com/freeCodeCamp/freeCodeCamp/pull/66626
66623,3h,3h,180,2h 15m 27s,135,1,0,1,2,2026-03-25T18:32:27Z,2026-03-26T10:57:17Z,16h 24m 50s,DanielRosa74,https://github.com/freeCodeCamp/freeCodeCamp/pull/66623
66619,16h,2 days [Based on 8h on a working day],960,2 days [Based on 8h on a working day],960,0,0,0,0,2026-03-25T12:59:56Z,2026-03-26T22:12:27Z,1d 9h 12m 31s,anastasiiauk,https://github.com/freeCodeCamp/freeCodeCamp/pull/66619
66617,0s,0s,0,0s,0,0,0,1,1,2026-03-24T21:57:31Z,2026-03-25T10:54:41Z,12h 57m 10s,DanielRosa74,https://github.com/freeCodeCamp/freeCodeCamp/pull/66617
66616,1h,1h,60,1h,60,0,0,0,0,2026-03-24T20:29:38Z,2026-03-24T23:55:29Z,3h 25m 51s,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/66616
66608,0s,0s,0,0s,0,0,0,0,0,2026-03-23T22:37:19Z,2026-03-23T23:33:13Z,55m 54s,danzolotov,https://github.com/freeCodeCamp/freeCodeCamp/pull/66608
66572,4h 58m 35s,4h 58m 35s,298,4h 58m 35s,298,1,1,1,3,2026-03-20T14:44:00Z,2026-03-23T20:02:40Z,3d 5h 18m 40s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66572
66566,0s,0s,0,0s,0,0,0,0,0,2026-03-19T22:38:10Z,2026-03-20T01:22:50Z,2h 44m 40s,AsmaAouiti,https://github.com/freeCodeCamp/freeCodeCamp/pull/66566
66553,50m 40s,50m 40s,50,50m 40s,50,0,0,0,0,2026-03-18T18:25:15Z,2026-03-18T19:16:34Z,51m 19s,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/66553
66550,4h 39m 38s,4h 39m 38s,279,4h 39m 38s,279,0,0,0,0,2026-03-18T14:33:23Z,2026-03-18T19:29:11Z,4h 55m 48s,nieldakarla,https://github.com/freeCodeCamp/freeCodeCamp/pull/66550
66528,2h,2h,120,2h,120,0,0,0,0,2026-03-17T19:36:47Z,2026-03-18T16:37:47Z,21h 1m,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/66528
66518,0s,0s,0,0s,0,0,0,0,0,2026-03-17T11:01:54Z,2026-03-17T11:07:14Z,5m 20s,DanielRosa74,https://github.com/freeCodeCamp/freeCodeCamp/pull/66518
66513,0s,0s,0,0s,0,0,0,0,0,2026-03-17T04:39:27Z,2026-03-17T12:16:49Z,7h 37m 22s,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/66513
66447,2h 28m 42s,2h 28m 42s,148,2h 28m 42s,148,0,0,0,0,2026-03-16T17:14:49Z,2026-03-16T20:40:40Z,3h 25m 51s,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/66447
66427,44m,44m,44,44m,44,0,0,0,0,2026-03-13T12:56:37Z,2026-03-13T13:44:34Z,47m 57s,majestic-owl448,https://github.com/freeCodeCamp/freeCodeCamp/pull/66427
66424,35m,35m,35,35m,35,0,0,0,0,2026-03-13T12:42:04Z,2026-03-13T13:35:27Z,53m 23s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66424
66418,0s,0s,0,0s,0,0,0,0,0,2026-03-13T10:48:06Z,2026-03-13T11:50:14Z,1h 2m 8s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66418
66409,8h,1 day [Based on 8h on a working day],480,1 day [Based on 8h on a working day],480,0,0,0,0,2026-03-12T22:51:45Z,2026-03-16T19:19:15Z,3d 20h 27m 30s,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/66409
66407,1h 42m,1h 42m,102,1h 42m,102,0,0,0,0,2026-03-12T20:10:47Z,2026-03-13T14:27:08Z,18h 16m 21s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66407
66406,17h,2 days and 1h [Based on 8h on a working day],1020,2 days and 1h [Based on 8h on a working day],1020,0,0,0,0,2026-03-12T20:43:36Z,2026-03-17T05:20:36Z,4d 8h 37m,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/66406
66402,1h 2m 30s,1h 2m 30s,62,1h 2m 30s,62,0,0,0,0,2026-03-12T18:27:30Z,2026-03-12T19:59:55Z,1h 32m 25s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66402
66400,2h 21m 52s,2h 21m 52s,141,2h 21m 52s,141,0,0,0,0,2026-03-12T17:26:59Z,2026-03-12T21:53:58Z,4h 26m 59s,majestic-owl448,https://github.com/freeCodeCamp/freeCodeCamp/pull/66400
66399,6h 11m,6h 11m,371,4h 24m,264,2,0,1,3,2026-03-12T17:01:50Z,2026-03-13T16:54:55Z,23h 53m 5s,octavio-js,https://github.com/freeCodeCamp/freeCodeCamp/pull/66399
66398,5h 26m,5h 26m,326,5h 26m,326,0,0,0,0,2026-03-12T16:52:05Z,2026-03-14T11:08:46Z,1d 18h 16m 41s,octavio-js,https://github.com/freeCodeCamp/freeCodeCamp/pull/66398
66397,2h 57m 17s,2h 57m 17s,177,2h 57m 17s,177,0,0,0,0,2026-03-12T16:28:53Z,2026-03-12T19:26:19Z,2h 57m 26s,c0d1ng-ma5ter,https://github.com/freeCodeCamp/freeCodeCamp/pull/66397
66390,5h 2m,5h 2m,302,5h 2m,302,0,0,0,0,2026-03-12T11:59:44Z,2026-03-12T18:26:09Z,6h 26m 25s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66390
66381,1h 20m,1h 20m,80,1h 20m,80,0,0,0,0,2026-03-11T23:48:13Z,2026-03-12T14:20:12Z,14h 31m 59s,DanielRosa74,https://github.com/freeCodeCamp/freeCodeCamp/pull/66381
66357,0s,0s,0,0s,0,0,0,0,0,2026-03-10T22:01:11Z,2026-03-10T22:31:53Z,30m 42s,moT01,https://github.com/freeCodeCamp/freeCodeCamp/pull/66357
66353,3h,3h,180,3h,180,0,1,0,1,2026-03-10T18:46:20Z,2026-03-10T21:16:57Z,2h 30m 37s,RafaelDavisH,https://github.com/freeCodeCamp/freeCodeCamp/pull/66353
66350,5h 29m,5h 29m,329,5h 29m,329,0,0,0,0,2026-03-10T16:41:33Z,2026-03-11T20:15:50Z,1d 3h 34m 17s,ojeytonwilliams,https://github.com/freeCodeCamp/freeCodeCamp/pull/66350
66349,5h,5h,300,5h,300,0,0,0,0,2026-03-10T16:35:14Z,2026-03-11T10:54:02Z,18h 18m 48s,farchettiensis,https://github.com/freeCodeCamp/freeCodeCamp/pull/66349
66344,8h,1 day [Based on 8h on a working day],480,1 day and 6h 37m [Based on 8h on a working day],877,2,0,1,3,2026-03-11T09:11:09Z,2026-03-13T12:38:07Z,2d 3h 26m 58s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/66344
66328,9h 21m,1 day and 1h 21m [Based on 8h on a working day],561,1 day and 1h 21m [Based on 8h on a working day],561,0,0,0,0,2026-03-10T10:42:33Z,2026-03-11T15:53:11Z,1d 5h 10m 38s,ojeytonwilliams,https://github.com/freeCodeCamp/freeCodeCamp/pull/66328
66316,4h,4h,240,4h,240,4,0,0,4,2026-03-09T17:41:43Z,2026-03-10T16:29:30Z,22h 47m 47s,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/66316
66315,5h,5h,300,5h,300,9,0,0,9,2026-03-09T16:26:50Z,2026-03-13T13:41:12Z,3d 21h 14m 22s,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/66315
66311,0s,0s,0,0s,0,0,0,0,0,2026-03-09T08:37:37Z,2026-03-10T04:15:05Z,19h 37m 28s,ojeytonwilliams,https://github.com/freeCodeCamp/freeCodeCamp/pull/66311
66251,4d 16h,14 days [Based on 8h on a working day],6720,14 days [Based on 8h on a working day],6720,0,0,0,0,2026-03-05T08:07:17Z,2026-03-26T13:24:44Z,21d 5h 17m 27s,larymak,https://github.com/freeCodeCamp/freeCodeCamp/pull/66251
66229,0s,0s,0,0s,0,0,0,0,0,2026-03-04T06:48:52Z,2026-03-04T10:29:21Z,3h 40m 29s,timmy471,https://github.com/freeCodeCamp/freeCodeCamp/pull/66229
66228,0s,0s,0,0s,0,5,0,0,5,2026-03-04T23:08:15Z,2026-03-05T18:09:22Z,19h 1m 7s,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/66228
66223,6h 26m,6h 26m,386,6h 26m,386,0,0,0,0,2026-03-04T12:31:30Z,2026-03-05T04:16:36Z,15h 45m 6s,moT01,https://github.com/freeCodeCamp/freeCodeCamp/pull/66223
66218,1d 6h,3 days and 6h [Based on 8h on a working day],1800,3 days and 6h [Based on 8h on a working day],1800,0,0,0,0,2026-03-03T16:30:58Z,2026-03-10T07:14:40Z,6d 14h 43m 42s,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/66218
66208,5h 17m,5h 17m,317,5h 17m,317,0,0,0,0,2026-03-03T08:13:39Z,2026-03-03T19:47:57Z,11h 34m 18s,thor8126,https://github.com/freeCodeCamp/freeCodeCamp/pull/66208
66203,1h 6m 44s,1h 6m 44s,66,1h 6m 44s,66,0,0,0,0,2026-03-02T19:42:38Z,2026-03-02T21:05:39Z,1h 23m 1s,MalakGdaea,https://github.com/freeCodeCamp/freeCodeCamp/pull/66203
66190,3h 3m 58s,3h 3m 58s,183,3h 3m 58s,183,0,0,0,0,2026-03-02T15:25:04Z,2026-03-02T19:33:06Z,4h 8m 2s,renyapeter,https://github.com/freeCodeCamp/freeCodeCamp/pull/66190
66136,6h 42m,6h 42m,402,6h 42m,402,0,0,0,0,2026-02-28T08:24:51Z,2026-03-02T21:11:02Z,2d 12h 46m 11s,raisedadead,https://github.com/freeCodeCamp/freeCodeCamp/pull/66136
66090,15h 11m,1 day and 7h 11m [Based on 8h on a working day],911,1 day and 7h 11m [Based on 8h on a working day],911,0,0,0,0,2026-02-26T05:08:24Z,2026-03-02T21:11:49Z,4d 16h 3m 25s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/66090
66089,2d 16h,8 days [Based on 8h on a working day],3840,8 days [Based on 8h on a working day],3840,1,0,0,1,2026-02-26T02:52:30Z,2026-03-12T17:55:18Z,14d 15h 2m 48s,jdwilkin4,https://github.com/freeCodeCamp/freeCodeCamp/pull/66089
65951,3d 1h,9 days and 1h [Based on 8h on a working day],4380,9 days and 1h [Based on 8h on a working day],4380,0,0,0,0,2026-02-18T21:43:32Z,2026-03-04T09:34:19Z,13d 11h 50m 47s,umutKaracelebi,https://github.com/freeCodeCamp/freeCodeCamp/pull/65951
65897,4d 8h,13 days [Based on 8h on a working day],6240,12 days [Based on 8h on a working day],5760,0,0,1,1,2026-02-17T08:25:43Z,2026-03-16T10:18:12Z,27d 1h 52m 29s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/65897
65837,1h 52m 42s,1h 52m 42s,112,1h 52m 42s,112,0,0,0,0,2026-02-11T16:58:15Z,2026-02-11T19:01:35Z,2h 3m 20s,ojeytonwilliams,https://github.com/freeCodeCamp/freeCodeCamp/pull/65837
65835,2h 59m 53s,2h 59m 53s,179,2h 59m 53s,179,0,0,0,0,2026-02-11T15:49:24Z,2026-02-11T20:05:14Z,4h 15m 50s,ojeytonwilliams,https://github.com/freeCodeCamp/freeCodeCamp/pull/65835
65808,3h 41m 3s,3h 41m 3s,221,3h 41m 3s,221,0,0,0,0,2026-02-10T15:04:13Z,2026-02-10T18:45:25Z,3h 41m 12s,AdityaSingh-18,https://github.com/freeCodeCamp/freeCodeCamp/pull/65808
65802,0s,0s,0,0s,0,0,0,0,0,2026-02-10T06:31:55Z,2026-02-10T11:23:31Z,4h 51m 36s,scissorsneedfoodtoo,https://github.com/freeCodeCamp/freeCodeCamp/pull/65802
65753,7h,7h,420,7h,420,0,0,0,0,2026-02-07T01:59:45Z,2026-02-09T21:27:49Z,2d 19h 28m 4s,FBID10,https://github.com/freeCodeCamp/freeCodeCamp/pull/65753
65729,20h 9m,2 days and 4h 9m [Based on 8h on a working day],1209,2 days and 4h 9m [Based on 8h on a working day],1209,0,1,0,1,2026-02-07T11:23:48Z,2026-02-11T18:15:33Z,4d 6h 51m 45s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/65729
65719,6h 6m,6h 6m,366,6h 6m,366,0,0,0,0,2026-02-05T11:12:24Z,2026-02-05T20:35:30Z,9h 23m 6s,jeeva-004,https://github.com/freeCodeCamp/freeCodeCamp/pull/65719
65715,4h 38m,4h 38m,278,4h 38m,278,0,0,0,0,2026-02-05T09:00:30Z,2026-02-05T20:49:13Z,11h 48m 43s,ojeytonwilliams,https://github.com/freeCodeCamp/freeCodeCamp/pull/65715
65709,5h,5h,300,5h,300,0,0,0,0,2026-02-04T17:42:37Z,2026-02-05T07:55:14Z,14h 12m 37s,Dario-DC,https://github.com/freeCodeCamp/freeCodeCamp/pull/65709
65680,0s,0s,0,0s,0,0,0,0,0,2026-02-03T12:55:03Z,2026-02-03T13:49:52Z,54m 49s,ojeytonwilliams,https://github.com/freeCodeCamp/freeCodeCamp/pull/65680
65650,0s,0s,0,0s,0,0,1,0,1,2026-02-03T11:22:02Z,2026-02-03T11:35:16Z,13m 14s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/65650
65647,0s,0s,0,0s,0,0,0,0,0,2026-02-02T10:49:56Z,2026-02-02T13:27:07Z,2h 37m 11s,Sembauke,https://github.com/freeCodeCamp/freeCodeCamp/pull/65647
